sym,t,dirn,day
SUI,1786152600000,1,08-08
FET,1786153500000,1,08-08
ZRO,1786156200000,1,08-08
DASH,1786156200000,-1,08-08
ALGO,1786157100000,-1,08-08
TAO,1786158900000,1,08-08
KAITO,1786159800000,-1,08-08
XLM,1786159800000,1,08-08
SOL,1786160700000,1,08-08
ENS,1786160700000,1,08-08
ENS,1786161600000,1,08-08
WIF,1786161600000,1,08-08
SUI,1786161600000,1,08-08
KAITO,1786162500000,-1,08-08
ENS,1786163400000,1,08-08
AVNT,1786163400000,1,08-08
ENS,1786164300000,1,08-08
CRV,1786164300000,1,08-08
WIF,1786165200000,1,08-08
ATOM,1786166100000,1,08-08
APE,1786166100000,-1,08-08
VVV,1786166100000,-1,08-08
CRV,1786166100000,1,08-08
BOME,1786167000000,1,08-08
WIF,1786167000000,1,08-08
PENGU,1786167000000,1,08-08
BOME,1786167900000,1,08-08
PENGU,1786168800000,1,08-08
MOODENG,1786169700000,1,08-08
kSHIB,1786172400000,1,08-08
KAITO,1786173300000,-1,08-08
KAITO,1786174200000,-1,08-08
ONDO,1786175100000,1,08-08
ORDI,1786176000000,1,08-08
BOME,1786176000000,1,08-08
CAKE,1786176900000,1,08-08
MOODENG,1786177800000,1,08-08
ETC,1786177800000,1,08-08
VIRTUAL,1786177800000,1,08-08
APT,1786177800000,1,08-08
SUI,1786177800000,1,08-08
SUI,1786178700000,1,08-08
MNT,1786178700000,1,08-08
DOGE,1786178700000,1,08-08
APT,1786178700000,1,08-08
VIRTUAL,1786178700000,1,08-08
STX,1786179600000,1,08-08
SEI,1786180500000,1,08-08
ORDI,1786180500000,1,08-08
APT,1786180500000,1,08-08
MORPHO,1786182300000,1,08-08
FIL,1786182300000,1,08-08
ATOM,1786183200000,1,08-08
TRX,1786183200000,1,08-08
ICP,1786183200000,1,08-08
ATOM,1786184100000,1,08-08
BNB,1786184100000,1,08-08
TRX,1786184100000,1,08-08
ICP,1786184100000,1,08-08
FIL,1786185000000,1,08-08
KAITO,1786185900000,-1,08-08
SPX,1786185900000,-1,08-08
ARB,1786185900000,1,08-08
RUNE,1786186800000,-1,08-08
INJ,1786186800000,-1,08-08
SOL,1786186800000,1,08-08
MOODENG,1786186800000,1,08-08
ZEC,1786187700000,-1,08-08
BNB,1786189500000,1,08-08
KAITO,1786190400000,-1,08-08
KAITO,1786191300000,-1,08-08
ZEN,1786191300000,1,08-08
KAITO,1786192200000,-1,08-08
KAITO,1786193100000,-1,08-08
XLM,1786193100000,1,08-08
PYTH,1786194900000,1,08-08
HBAR,1786195800000,1,08-08
MORPHO,1786196700000,1,08-08
BNB,1786196700000,1,08-08
XMR,1786197600000,1,08-08
XLM,1786197600000,1,08-08
XPL,1786197600000,1,08-08
BNB,1786198500000,1,08-08
PENDLE,1786198500000,1,08-08
XLM,1786198500000,1,08-08
PNUT,1786198500000,1,08-08
ASTER,1786198500000,1,08-08
BLUR,1786198500000,1,08-08
kNEIRO,1786198500000,1,08-08
AAVE,1786198500000,1,08-08
kFLOKI,1786198500000,1,08-08
IMX,1786199400000,1,08-08
ASTER,1786199400000,1,08-08
BNB,1786199400000,1,08-08
SUI,1786199400000,1,08-08
DOGE,1786199400000,1,08-08
JTO,1786199400000,1,08-08
kFLOKI,1786199400000,1,08-08
SOL,1786199400000,1,08-08
AAVE,1786199400000,1,08-08
JUP,1786200300000,1,08-08
SUI,1786200300000,1,08-08
ICP,1786200300000,1,08-08
DOGE,1786200300000,1,08-08
PYTH,1786200300000,1,08-08
HBAR,1786200300000,1,08-08
SOL,1786200300000,1,08-08
XPL,1786200300000,1,08-08
PENDLE,1786200300000,1,08-08
kNEIRO,1786201200000,1,08-08
JUP,1786201200000,1,08-08
POPCAT,1786201200000,1,08-08
SOL,1786201200000,1,08-08
MET,1786201200000,1,08-08
ICP,1786201200000,1,08-08
JTO,1786201200000,1,08-08
ONDO,1786201200000,1,08-08
MORPHO,1786202100000,1,08-08
JUP,1786202100000,1,08-08
ICP,1786202100000,1,08-08
PUMP,1786203000000,1,08-08
ICP,1786203000000,1,08-08
MORPHO,1786203000000,1,08-08
MET,1786203900000,1,08-08
MORPHO,1786203900000,1,08-08
POPCAT,1786203900000,1,08-08
SAND,1786204800000,1,08-08
BERA,1786204800000,1,08-08
XRP,1786204800000,1,08-08
ZORA,1786205700000,1,08-08
MOVE,1786205700000,1,08-08
HBAR,1786205700000,1,08-08
ACE,1786205700000,1,08-08
ACE,1786206600000,1,08-08
PYTH,1786206600000,1,08-08
ICP,1786207500000,1,08-08
ICP,1786208400000,1,08-08
MEGA,1786208400000,1,08-08
CASHCAT,1786209300000,1,08-08
TAO,1786209300000,1,08-08
PUMP,1786209300000,1,08-08
ICP,1786209300000,1,08-08
AXS,1786209300000,1,08-08
ICP,1786210200000,1,08-08
PEOPLE,1786211100000,1,08-08
PEOPLE,1786212900000,1,08-08
POL,1786213800000,1,08-08
PENGU,1786213800000,1,08-08
MEGA,1786214700000,1,08-08
CC,1786215600000,1,08-08
PYTH,1786217400000,1,08-08
PYTH,1786219200000,1,08-08
PYTH,1786220100000,1,08-08
LTC,1786221000000,1,08-08
DASH,1786221000000,1,08-08
POL,1786221900000,1,08-08
JUP,1786222800000,1,08-08
PEOPLE,1786222800000,1,08-08
PEOPLE,1786223700000,1,08-08
ARB,1786230000000,-1,08-08
PUMP,1786230900000,1,08-08
RUNE,1786230900000,-1,08-08
TAO,1786231800000,1,08-08
TAO,1786232700000,1,08-08
TAO,1786233600000,1,08-09
RUNE,1786233600000,-1,08-09
TAO,1786235400000,1,08-09
MELANIA,1786236300000,-1,08-09
ZEN,1786237200000,1,08-09
WLD,1786238100000,-1,08-09
CHIP,1786238100000,-1,08-09
ONDO,1786239000000,-1,08-09
CHIP,1786239000000,-1,08-09
ZEC,1786239900000,1,08-09
WLFI,1786239900000,-1,08-09
RENDER,1786241700000,1,08-09
UNI,1786244400000,-1,08-09
BCH,1786244400000,-1,08-09
APT,1786245300000,1,08-09
kLUNC,1786248000000,1,08-09
ALGO,1786248000000,-1,08-09
APE,1786248900000,1,08-09
RENDER,1786248900000,1,08-09
kLUNC,1786248900000,1,08-09
XLM,1786253400000,-1,08-09
ARB,1786253400000,-1,08-09
POL,1786254300000,1,08-09
MEGA,1786254300000,1,08-09
PEOPLE,1786255200000,1,08-09
POL,1786255200000,1,08-09
PEOPLE,1786256100000,1,08-09
TRB,1786257000000,1,08-09
BIO,1786257000000,1,08-09
kLUNC,1786257000000,1,08-09
PUMP,1786257900000,1,08-09
PYTH,1786259700000,1,08-09
PAXG,1786260600000,1,08-09
WLFI,1786260600000,1,08-09
GRAM,1786261500000,-1,08-09
LTC,1786263300000,1,08-09
CC,1786263300000,1,08-09
ENA,1786264200000,-1,08-09
PEOPLE,1786264200000,1,08-09
ZEC,1786266000000,1,08-09
ZEN,1786266000000,1,08-09
AERO,1786266000000,-1,08-09
AVNT,1786266000000,1,08-09
BOME,1786266900000,1,08-09
AERO,1786266900000,-1,08-09
AERO,1786268700000,-1,08-09
ZEC,1786269600000,1,08-09
BOME,1786269600000,1,08-09
SYRUP,1786269600000,-1,08-09
CRV,1786270500000,1,08-09
VIRTUAL,1786270500000,-1,08-09
PEOPLE,1786271400000,1,08-09
VVV,1786271400000,1,08-09
ALGO,1786271400000,-1,08-09
VVV,1786272300000,1,08-09
CRV,1786273200000,1,08-09
BOME,1786275000000,1,08-09
HYPE,1786275000000,-1,08-09
ATOM,1786275000000,-1,08-09
CRV,1786275000000,1,08-09
CRV,1786275900000,1,08-09
PENDLE,1786276800000,-1,08-09
PEOPLE,1786276800000,1,08-09
BOME,1786276800000,1,08-09
VIRTUAL,1786276800000,-1,08-09
PEOPLE,1786278600000,1,08-09
PUMP,1786278600000,1,08-09
BOME,1786280400000,1,08-09
PUMP,1786280400000,1,08-09
XPL,1786281300000,1,08-09
BOME,1786281300000,1,08-09
WLD,1786281300000,1,08-09
PUMP,1786281300000,1,08-09
ETHFI,1786282200000,1,08-09
BTC,1786282200000,1,08-09
XMR,1786283100000,1,08-09
PUMP,1786284000000,1,08-09
XMR,1786284000000,1,08-09
LTC,1786284000000,1,08-09
XMR,1786284900000,1,08-09
WLD,1786285800000,1,08-09
XMR,1786285800000,1,08-09
WLD,1786286700000,1,08-09
XMR,1786286700000,1,08-09
BOME,1786286700000,1,08-09
MON,1786287600000,1,08-09
FARTCOIN,1786287600000,1,08-09
WLD,1786287600000,1,08-09
LIT,1786287600000,1,08-09
BCH,1786288500000,1,08-09
WLD,1786288500000,1,08-09
CRV,1786288500000,1,08-09
FARTCOIN,1786288500000,1,08-09
WLFI,1786289400000,1,08-09
TRB,1786289400000,1,08-09
JUP,1786289400000,1,08-09
PEOPLE,1786289400000,1,08-09
SYRUP,1786289400000,1,08-09
TRUMP,1786290300000,1,08-09
VVV,1786290300000,1,08-09
PEOPLE,1786290300000,1,08-09
JUP,1786290300000,1,08-09
kFLOKI,1786290300000,1,08-09
FARTCOIN,1786290300000,1,08-09
MOODENG,1786291200000,1,08-09
VVV,1786291200000,1,08-09
TRUMP,1786291200000,1,08-09
SUSHI,1786291200000,1,08-09
WIF,1786291200000,1,08-09
kPEPE,1786291200000,1,08-09
PENGU,1786291200000,1,08-09
MOODENG,1786292100000,1,08-09
BOME,1786292100000,1,08-09
PENGU,1786292100000,1,08-09
SUSHI,1786292100000,1,08-09
AVNT,1786292100000,1,08-09
BRETT,1786293000000,1,08-09
BLUR,1786293000000,1,08-09
SUI,1786293000000,1,08-09
PENGU,1786293900000,1,08-09
FARTCOIN,1786293900000,1,08-09
kFLOKI,1786293900000,1,08-09
SUSHI,1786293900000,1,08-09
PEOPLE,1786294800000,1,08-09
SUSHI,1786294800000,1,08-09
POPCAT,1786294800000,1,08-09
JTO,1786295700000,1,08-09
NEAR,1786295700000,1,08-09
PEOPLE,1786295700000,1,08-09
MOODENG,1786296600000,1,08-09
SPX,1786296600000,1,08-09
HMSTR,1786296600000,-1,08-09
AVNT,1786297500000,1,08-09
SUSHI,1786298400000,1,08-09
VIRTUAL,1786299300000,-1,08-09
VVV,1786299300000,1,08-09
PEOPLE,1786300200000,1,08-09
VIRTUAL,1786301100000,-1,08-09
SUSHI,1786301100000,1,08-09
ASTER,1786303800000,1,08-09
BOME,1786303800000,1,08-09
BOME,1786304700000,1,08-09
ASTER,1786304700000,1,08-09
ALGO,1786304700000,-1,08-09
SKY,1786304700000,-1,08-09
ASTER,1786305600000,1,08-09
EIGEN,1786305600000,1,08-09
ALGO,1786305600000,-1,08-09
XPL,1786306500000,1,08-09
ALGO,1786307400000,-1,08-09
BOME,1786308300000,1,08-09
BOME,1786310100000,1,08-09
POPCAT,1786310100000,1,08-09
kSHIB,1786311000000,1,08-09
ARB,1786311000000,1,08-09
OP,1786311000000,1,08-09
BTC,1786312800000,1,08-09
PAXG,1786312800000,-1,08-09
ZEN,1786312800000,1,08-09
WIF,1786312800000,1,08-09
POL,1786312800000,1,08-09
GALA,1786312800000,1,08-09
PNUT,1786313700000,1,08-09
BOME,1786313700000,1,08-09
GRASS,1786314600000,-1,08-09
PURR,1786314600000,-1,08-09
JUP,1786314600000,-1,08-09
LTC,1786314600000,-1,08-09
HYPE,1786314600000,-1,08-09
TIA,1786315500000,-1,08-09
LDO,1786315500000,-1,08-09
MET,1786315500000,-1,08-09
GRASS,1786315500000,-1,08-09
FIL,1786315500000,-1,08-09
DOT,1786315500000,-1,08-09
LINK,1786315500000,-1,08-09
STRK,1786315500000,-1,08-09
LDO,1786316400000,-1,08-09
RENDER,1786316400000,-1,08-09
GRAM,1786316400000,-1,08-09
MOVE,1786317300000,-1,08-09
CHIP,1786317300000,-1,08-09
STX,1786317300000,-1,08-09
NEAR,1786317300000,-1,08-09
DOGE,1786317300000,-1,08-09
INJ,1786317300000,-1,08-09
ADA,1786317300000,-1,08-09
GALA,1786317300000,-1,08-09
DASH,1786317300000,-1,08-09
SAND,1786317300000,-1,08-09
SPX,1786317300000,-1,08-09
SEI,1786317300000,-1,08-09
JUP,1786317300000,-1,08-09
RENDER,1786317300000,-1,08-09
TIA,1786317300000,-1,08-09
STRK,1786317300000,-1,08-09
GRAM,1786317300000,-1,08-09
BERA,1786317300000,-1,08-09
GRASS,1786317300000,-1,08-09
INJ,1786318200000,-1,08-09
STX,1786318200000,-1,08-09
AXS,1786318200000,-1,08-09
LINK,1786318200000,-1,08-09
AVAX,1786318200000,-1,08-09
DOGE,1786318200000,-1,08-09
LTC,1786318200000,-1,08-09
BERA,1786318200000,-1,08-09
ALGO,1786318200000,-1,08-09
TIA,1786318200000,-1,08-09
GRASS,1786318200000,-1,08-09
RENDER,1786318200000,-1,08-09
AR,1786318200000,-1,08-09
MORPHO,1786318200000,-1,08-09
ETH,1786318200000,-1,08-09
PAXG,1786319100000,-1,08-09
STRK,1786320000000,-1,08-10
TRX,1786320000000,1,08-10
LINK,1786321800000,-1,08-10
LDO,1786322700000,1,08-10
PAXG,1786323600000,-1,08-10
PAXG,1786325400000,-1,08-10
WLD,1786326300000,1,08-10
NIL,1786328100000,1,08-10
RENDER,1786328100000,-1,08-10
WLD,1786329900000,1,08-10
RENDER,1786331700000,-1,08-10
JTO,1786332600000,1,08-10
ZORA,1786333500000,-1,08-10
JTO,1786333500000,1,08-10
JTO,1786334400000,1,08-10
JTO,1786335300000,1,08-10
JTO,1786336200000,1,08-10
LTC,1786336200000,-1,08-10
JTO,1786337100000,1,08-10
NIL,1786338000000,1,08-10
JTO,1786338900000,1,08-10
WLD,1786338900000,1,08-10
WLD,1786339800000,1,08-10
JTO,1786339800000,1,08-10
NEAR,1786340700000,1,08-10
WLD,1786340700000,1,08-10
XPL,1786340700000,1,08-10
MON,1786340700000,1,08-10
JTO,1786341600000,1,08-10
JTO,1786342500000,1,08-10
OP,1786342500000,1,08-10
MON,1786343400000,1,08-10
WLD,1786343400000,1,08-10
AAVE,1786344300000,1,08-10
TIA,1786344300000,1,08-10
WLD,1786344300000,1,08-10
MET,1786344300000,-1,08-10
FET,1786345200000,1,08-10
XPL,1786347900000,1,08-10
WLD,1786347900000,1,08-10
BIO,1786348800000,1,08-10
BIO,1786349700000,1,08-10
MORPHO,1786351500000,1,08-10
EIGEN,1786351500000,1,08-10
VVV,1786351500000,1,08-10
MNT,1786353300000,1,08-10
JTO,1786354200000,1,08-10
MNT,1786356000000,1,08-10
TRX,1786356900000,1,08-10
MNT,1786356900000,1,08-10
MON,1786356900000,1,08-10
MON,1786357800000,1,08-10
MNT,1786357800000,1,08-10
MNT,1786358700000,1,08-10
MON,1786358700000,1,08-10
FIL,1786359600000,-1,08-10
MNT,1786359600000,1,08-10
MNT,1786360500000,1,08-10
GRASS,1786362300000,1,08-10
AR,1786363200000,1,08-10
AERO,1786363200000,1,08-10
ZEC,1786364100000,-1,08-10
AERO,1786364100000,1,08-10
DOT,1786366800000,1,08-10
DOT,1786367700000,1,08-10
ETH,1786368600000,-1,08-10
ENS,1786368600000,-1,08-10
BTC,1786368600000,-1,08-10
LIT,1786369500000,-1,08-10
BTC,1786369500000,-1,08-10
ETH,1786373100000,-1,08-10
POL,1786373100000,-1,08-10
ETH,1786374000000,-1,08-10
kPEPE,1786374000000,-1,08-10
AAVE,1786374000000,-1,08-10
ONDO,1786374000000,-1,08-10
FIL,1786374000000,-1,08-10
RUNE,1786374000000,-1,08-10
MET,1786374000000,-1,08-10
TRB,1786374000000,-1,08-10
AERO,1786374000000,-1,08-10
BTC,1786374900000,-1,08-10
ATOM,1786374900000,1,08-10
ATOM,1786375800000,1,08-10
ATOM,1786376700000,1,08-10
RUNE,1786376700000,-1,08-10
ICP,1786377600000,1,08-10
CC,1786377600000,-1,08-10
MELANIA,1786378500000,-1,08-10
BTC,1786378500000,-1,08-10
ICP,1786379400000,1,08-10
BTC,1786380300000,-1,08-10
BNB,1786380300000,-1,08-10
ZEC,1786380300000,-1,08-10
ICP,1786381200000,1,08-10
WLFI,1786381200000,1,08-10
kFLOKI,1786381200000,-1,08-10
HEMI,1786382100000,-1,08-10
ATOM,1786382100000,1,08-10
LIT,1786383000000,1,08-10
CRV,1786383900000,1,08-10
CRV,1786384800000,1,08-10
MOVE,1786385700000,-1,08-10
CRV,1786385700000,1,08-10
CRV,1786386600000,1,08-10
MOVE,1786386600000,-1,08-10
ORDI,1786387500000,-1,08-10
PEOPLE,1786387500000,-1,08-10
TAO,1786387500000,-1,08-10
MNT,1786389300000,1,08-10
NIL,1786389300000,-1,08-10
ICP,1786389300000,1,08-10
PAXG,1786389300000,1,08-10
PURR,1786390200000,1,08-10
AVNT,1786392000000,-1,08-10
WLFI,1786392900000,1,08-10
BERA,1786394700000,-1,08-10
kSHIB,1786395600000,-1,08-10
MOODENG,1786395600000,-1,08-10
SPX,1786396500000,-1,08-10
SPX,1786398300000,-1,08-10
ZORA,1786398300000,-1,08-10
TAO,1786398300000,-1,08-10
ADA,1786398300000,-1,08-10
HBAR,1786399200000,-1,08-10
BERA,1786399200000,-1,08-10
XRP,1786399200000,-1,08-10
ONDO,1786400100000,-1,08-10
CRV,1786400100000,1,08-10
DASH,1786401000000,-1,08-10
ASTER,1786401000000,-1,08-10
RENDER,1786402800000,-1,08-10
WIF,1786402800000,-1,08-10
SEI,1786402800000,-1,08-10
WLFI,1786406400000,1,08-11
PAXG,1786406400000,1,08-11
ADA,1786406400000,-1,08-11
RENDER,1786406400000,-1,08-11
PAXG,1786407300000,1,08-11
ICP,1786408200000,1,08-11
WLFI,1786408200000,1,08-11
WLFI,1786410000000,1,08-11
LINK,1786410900000,1,08-11
CRV,1786411800000,1,08-11
LIT,1786412700000,1,08-11
LIT,1786414500000,1,08-11
DOGE,1786415400000,1,08-11
HEMI,1786417200000,-1,08-11
LIT,1786418100000,1,08-11
CRV,1786418100000,1,08-11
BOME,1786419000000,-1,08-11
LIT,1786419000000,1,08-11
TRUMP,1786419000000,1,08-11
POL,1786419900000,-1,08-11
LIT,1786420800000,1,08-11
TIA,1786420800000,-1,08-11
MOVE,1786424400000,-1,08-11
PENDLE,1786424400000,-1,08-11
AAVE,1786425300000,-1,08-11
ADA,1786425300000,-1,08-11
PNUT,1786425300000,-1,08-11
DASH,1786425300000,-1,08-11
CC,1786426200000,-1,08-11
ACE,1786427100000,-1,08-11
PUMP,1786428000000,1,08-11
HBAR,1786428000000,-1,08-11
SUSHI,1786429800000,-1,08-11
XLM,1786430700000,-1,08-11
SUSHI,1786430700000,-1,08-11
BERA,1786431600000,-1,08-11
BERA,1786432500000,-1,08-11
ZEN,1786432500000,-1,08-11
APT,1786432500000,-1,08-11
MOODENG,1786432500000,-1,08-11
ENS,1786432500000,-1,08-11
kFLOKI,1786432500000,-1,08-11
kBONK,1786432500000,-1,08-11
SOL,1786432500000,-1,08-11
kBONK,1786433400000,-1,08-11
SAND,1786435200000,-1,08-11
MINA,1786437900000,-1,08-11
MEGA,1786437900000,-1,08-11
MNT,1786438800000,1,08-11
MEGA,1786438800000,-1,08-11
LINK,1786439700000,1,08-11
DOGE,1786439700000,1,08-11
TRX,1786439700000,1,08-11
TRX,1786440600000,1,08-11
TRX,1786441500000,1,08-11
MEGA,1786441500000,-1,08-11
TRX,1786442400000,1,08-11
TRX,1786443300000,1,08-11
RENDER,1786443300000,-1,08-11
CASHCAT,1786446000000,1,08-11
VVV,1786446900000,-1,08-11
MEGA,1786446900000,-1,08-11
MEGA,1786447800000,-1,08-11
HBAR,1786448700000,-1,08-11
PYTH,1786449600000,-1,08-11
BNB,1786449600000,1,08-11
UNI,1786450500000,-1,08-11
LDO,1786450500000,-1,08-11
SYRUP,1786450500000,-1,08-11
kLUNC,1786450500000,1,08-11
VVV,1786451400000,-1,08-11
HBAR,1786451400000,-1,08-11
WIF,1786452300000,-1,08-11
UNI,1786452300000,-1,08-11
WIF,1786453200000,-1,08-11
PYTH,1786454100000,-1,08-11
WLD,1786455000000,-1,08-11
kLUNC,1786455000000,1,08-11
STX,1786455900000,-1,08-11
ZRO,1786456800000,1,08-11
DOGE,1786456800000,1,08-11
AVAX,1786457700000,-1,08-11
ADA,1786457700000,-1,08-11
ZEC,1786457700000,-1,08-11
DOT,1786458600000,-1,08-11
NEAR,1786458600000,-1,08-11
ZEC,1786458600000,-1,08-11
ETHFI,1786458600000,-1,08-11
DOT,1786459500000,-1,08-11
TIA,1786459500000,-1,08-11
BTC,1786459500000,-1,08-11
MINA,1786459500000,-1,08-11
FARTCOIN,1786459500000,-1,08-11
AVAX,1786459500000,-1,08-11
VIRTUAL,1786459500000,-1,08-11
OP,1786459500000,-1,08-11
kFLOKI,1786459500000,-1,08-11
BRETT,1786459500000,-1,08-11
kBONK,1786459500000,-1,08-11
ZEC,1786459500000,-1,08-11
SOL,1786459500000,-1,08-11
GALA,1786459500000,-1,08-11
BLUR,1786459500000,-1,08-11
XRP,1786459500000,-1,08-11
NEAR,1786459500000,-1,08-11
kSHIB,1786459500000,-1,08-11
kPEPE,1786459500000,-1,08-11
WLD,1786459500000,-1,08-11
APE,1786459500000,-1,08-11
JUP,1786459500000,-1,08-11
EIGEN,1786459500000,-1,08-11
ASTER,1786459500000,-1,08-11
PENDLE,1786459500000,-1,08-11
STX,1786459500000,-1,08-11
WIF,1786459500000,-1,08-11
ARB,1786459500000,-1,08-11
ONDO,1786459500000,-1,08-11
UNI,1786459500000,-1,08-11
AAVE,1786459500000,-1,08-11
AR,1786459500000,-1,08-11
SUI,1786459500000,-1,08-11
SAND,1786459500000,-1,08-11
ETHFI,1786459500000,-1,08-11
BCH,1786459500000,-1,08-11
XLM,1786459500000,-1,08-11
PENDLE,1786460400000,-1,08-11
FET,1786460400000,-1,08-11
AVAX,1786460400000,-1,08-11
ONDO,1786460400000,-1,08-11
kFLOKI,1786460400000,-1,08-11
ZEC,1786461300000,-1,08-11
ALGO,1786461300000,-1,08-11
MELANIA,1786461300000,-1,08-11
PENGU,1786462200000,-1,08-11
ZEN,1786462200000,-1,08-11
VIRTUAL,1786462200000,-1,08-11
TRUMP,1786462200000,-1,08-11
MOVE,1786462200000,-1,08-11
BRETT,1786462200000,-1,08-11
ETHFI,1786462200000,-1,08-11
MEGA,1786462200000,-1,08-11
MELANIA,1786462200000,-1,08-11
BLUR,1786462200000,-1,08-11
ETH,1786462200000,-1,08-11
FARTCOIN,1786462200000,-1,08-11
BIO,1786462200000,-1,08-11
SOL,1786462200000,-1,08-11
LINEA,1786462200000,-1,08-11
SAND,1786462200000,-1,08-11
STRK,1786462200000,-1,08-11
ETC,1786462200000,-1,08-11
RUNE,1786462200000,-1,08-11
MET,1786462200000,-1,08-11
TIA,1786462200000,-1,08-11
XPL,1786462200000,-1,08-11
SEI,1786462200000,-1,08-11
DASH,1786462200000,-1,08-11
BERA,1786462200000,-1,08-11
ZEC,1786462200000,-1,08-11
TRB,1786462200000,-1,08-11
BTC,1786462200000,-1,08-11
EIGEN,1786462200000,-1,08-11
HBAR,1786462200000,-1,08-11
APE,1786462200000,-1,08-11
MINA,1786462200000,-1,08-11
TAO,1786462200000,-1,08-11
ORDI,1786462200000,-1,08-11
HEMI,1786462200000,-1,08-11
CC,1786462200000,1,08-11
VVV,1786462200000,-1,08-11
AAVE,1786462200000,-1,08-11
ZORA,1786462200000,-1,08-11
WIF,1786462200000,-1,08-11
APT,1786462200000,-1,08-11
MOODENG,1786462200000,-1,08-11
VVV,1786463100000,-1,08-11
UNI,1786463100000,-1,08-11
ETHFI,1786463100000,-1,08-11
STRK,1786464000000,-1,08-11
ZEC,1786464000000,-1,08-11
VIRTUAL,1786464000000,-1,08-11
SYRUP,1786464900000,-1,08-11
ZEC,1786464900000,-1,08-11
SYRUP,1786465800000,-1,08-11
FET,1786465800000,-1,08-11
VIRTUAL,1786466700000,-1,08-11
BERA,1786467600000,-1,08-11
JUP,1786468500000,-1,08-11
MET,1786470300000,-1,08-11
MET,1786471200000,-1,08-11
BTC,1786473000000,-1,08-11
MINA,1786473000000,-1,08-11
AVNT,1786475700000,1,08-11
GRASS,1786476600000,1,08-11
FIL,1786478400000,1,08-11
DOGE,1786478400000,1,08-11
INJ,1786478400000,1,08-11
INJ,1786479300000,1,08-11
DOGE,1786479300000,1,08-11
HMSTR,1786482000000,-1,08-11
MET,1786483800000,1,08-11
DOGE,1786484700000,1,08-11
DOGE,1786485600000,1,08-11
CRV,1786492800000,1,08-12
JTO,1786492800000,1,08-12
BNB,1786496400000,1,08-12
ASTER,1786496400000,1,08-12
NEAR,1786496400000,1,08-12
SUI,1786498200000,1,08-12
SUI,1786499100000,1,08-12
FET,1786499100000,1,08-12
AAVE,1786500000000,1,08-12
TRB,1786502700000,1,08-12
LIT,1786502700000,-1,08-12
GRAM,1786504500000,1,08-12
MET,1786504500000,1,08-12
MET,1786505400000,1,08-12
GRAM,1786505400000,1,08-12
GRAM,1786506300000,1,08-12
AAVE,1786510800000,1,08-12
MET,1786512600000,1,08-12
VVV,1786512600000,1,08-12
ACE,1786513500000,-1,08-12
SUSHI,1786515300000,1,08-12
PYTH,1786515300000,-1,08-12
PYTH,1786516200000,-1,08-12
SUSHI,1786516200000,1,08-12
LIT,1786516200000,-1,08-12
UNI,1786517100000,-1,08-12
PYTH,1786517100000,-1,08-12
PYTH,1786518000000,-1,08-12
UNI,1786519800000,-1,08-12
CRV,1786520700000,1,08-12
UNI,1786520700000,-1,08-12
APT,1786521600000,-1,08-12
GALA,1786521600000,-1,08-12
MNT,1786522500000,-1,08-12
KAITO,1786522500000,-1,08-12
BIO,1786523400000,-1,08-12
APT,1786523400000,-1,08-12
MNT,1786523400000,-1,08-12
JUP,1786524300000,-1,08-12
KAITO,1786525200000,-1,08-12
ZORA,1786525200000,-1,08-12
ETH,1786526100000,1,08-12
ACE,1786527900000,1,08-12
ACE,1786528800000,1,08-12
ETH,1786528800000,1,08-12
NIL,1786528800000,1,08-12
ACE,1786529700000,1,08-12
KAITO,1786529700000,-1,08-12
STX,1786530600000,-1,08-12
NIL,1786533300000,1,08-12
VIRTUAL,1786536000000,1,08-12
LINK,1786536900000,1,08-12
RENDER,1786536900000,1,08-12
VIRTUAL,1786536900000,1,08-12
LDO,1786536900000,1,08-12
PAXG,1786537800000,1,08-12
VIRTUAL,1786537800000,1,08-12
HYPE,1786539600000,1,08-12
VIRTUAL,1786540500000,1,08-12
VIRTUAL,1786541400000,1,08-12
POL,1786543200000,-1,08-12
TRUMP,1786544100000,-1,08-12
LIT,1786544100000,-1,08-12
kLUNC,1786544100000,-1,08-12
HBAR,1786544100000,-1,08-12
ALGO,1786545000000,-1,08-12
kBONK,1786545000000,-1,08-12
kLUNC,1786545000000,-1,08-12
DASH,1786545900000,-1,08-12
ZRO,1786545900000,-1,08-12
kLUNC,1786545900000,-1,08-12
GRASS,1786546800000,1,08-12
VIRTUAL,1786547700000,1,08-12
VIRTUAL,1786548600000,1,08-12
VIRTUAL,1786549500000,1,08-12
HYPE,1786549500000,1,08-12
HMSTR,1786550400000,-1,08-12
ICP,1786550400000,-1,08-12
STX,1786550400000,-1,08-12
TRUMP,1786550400000,-1,08-12
HEMI,1786552200000,-1,08-12
STX,1786552200000,-1,08-12
CASHCAT,1786552200000,1,08-12
CHIP,1786553100000,1,08-12
PENGU,1786553100000,-1,08-12
VIRTUAL,1786553100000,1,08-12
PEOPLE,1786554000000,-1,08-12
MNT,1786554000000,1,08-12
CASHCAT,1786554900000,1,08-12
MNT,1786554900000,1,08-12
FIL,1786554900000,-1,08-12
PEOPLE,1786554900000,-1,08-12
MNT,1786555800000,1,08-12
ATOM,1786558500000,-1,08-12
MNT,1786559400000,1,08-12
SAND,1786560300000,-1,08-12
GALA,1786560300000,-1,08-12
ENA,1786561200000,-1,08-12
ONDO,1786561200000,-1,08-12
MNT,1786562100000,1,08-12
HEMI,1786562100000,-1,08-12
